,,,"GGUN-FL Fluorometer #323  - Signals in mV ",,,,,,,,,,
,,,"------","-------------","---------","-------------","--",,,,,,
"#","Time","R","Tracer 1","Tracer 2","Tracer 3","Turbidity  ","Baseline","Battery V","T","Conductiv","temps","Débit  (m3/s)","Concentration Fluo (kg/m3)"
560,"22/04/29-06:21:23",0,20.56,1.64,2.73,18.56,13.92,12.88,6.68,0.097,29.2749166666673,0.193132455490245,0.0000006210345
561,"22/04/29-06:36:23",0,20.57,1.66,2.73,18.33,13.94,12.88,6.68,0.109,29.285333333334,0.191391245094263,0.000000621575
562,"22/04/29-06:51:23",0,20.53,1.64,2.73,18.41,13.92,12.88,6.68,0.113,29.2957500000007,0.193132455490245,0.000000619413
563,"22/04/29-07:06:23",0,20.43,1.62,2.76,18.27,13.94,12.88,6.68,0.096,29.3061666666673,0.189721120237664,0.000000614008
564,"22/04/29-07:21:23",0,20.39,1.66,2.72,18.34,13.92,12.88,6.68,0.101,29.316583333334,0.189721120237664,0.000000611846
565,"22/04/29-07:36:23",0,20.27,1.65,2.72,18.24,13.98,12.88,6.68,0.124,29.3270000000007,0.188127158267051,0.00000060536
566,"22/04/29-07:51:23",0,20.24,1.62,2.71,18.24,13.92,12.87,6.68,0.092,29.3374166666673,0.188127158267051,0.0000006037385
567,"22/04/29-08:06:23",0,20.14,1.67,2.72,18.33,13.93,12.87,6.68,0.109,29.347833333334,0.188127158267051,0.0000005983335
568,"22/04/29-08:21:23",0,20.03,1.65,2.7,18.28,13.92,12.88,6.68,0.11,29.3582500000007,0.188127158267051,0.000000592388
569,"22/04/29-08:36:23",0,19.88,1.66,2.71,18.29,13.96,12.87,6.68,0.103,29.3686666666673,0.185188839094898,0.0000005842805
570,"22/04/29-08:51:23",0,19.73,1.61,2.72,18.27,13.94,12.87,6.68,0.106,29.379083333334,0.18661459787399,0.000000576173
571,"22/04/29-09:06:22",0,19.62,1.62,2.71,18.31,13.92,12.87,6.68,0.1,29.3895000000007,0.188127158267051,0.0000005702275
572,"22/04/29-09:21:22",0,19.5,1.65,2.73,18.3,13.9,12.88,6.68,0.104,29.3999166666673,0.189721120237664,0.0000005637415
573,"22/04/29-09:36:22",0,19.31,1.63,2.74,18.28,13.9,12.88,6.68,0.11,29.410333333334,0.188127158267051,0.000000553472
574,"22/04/29-09:51:22",0,19.13,1.6,2.73,18.26,13.94,12.88,6.68,0.103,29.4207500000007,0.191391245094263,0.000000543743
575,"22/04/29-10:06:22",0,19.02,1.61,2.72,18.29,13.91,12.88,6.69,0.099,29.4311666666673,0.188127158267051,0.0000005377975
576,"22/04/29-10:21:22",0,18.78,1.63,2.74,18.27,13.92,12.88,6.68,0.111,29.441583333334,0.188127158267051,0.0000005248255
577,"22/04/29-10:36:22",0,18.58,1.63,2.74,18.28,13.97,12.88,6.69,0.117,29.4520000000007,0.183855443311024,0.0000005140155
578,"22/04/29-10:51:22",0,18.45,1.59,2.74,18.27,13.9,12.88,6.69,0.105,29.4624166666674,0.182620133248626,0.000000506989
579,"22/04/29-11:06:22",0,18.27,1.6,2.74,18.29,13.92,12.89,6.69,0.113,29.472833333334,0.182620133248615,0.00000049726
580,"22/04/29-11:21:22",0,18.09,1.59,2.73,18.33,13.91,12.89,6.69,0.111,29.4832500000007,0.185188839094898,0.000000487531
581,"22/04/29-11:36:22",0,17.91,1.59,2.73,18.3,13.9,12.89,6.69,0.108,29.4936666666674,0.183855443311024,0.000000477802
582,"22/04/29-11:51:22",0,17.7,1.6,2.71,18.27,13.93,12.89,6.69,0.102,29.504083333334,0.183855443311024,0.0000004664515
583,"22/04/29-12:06:22",0,17.58,1.61,2.73,18.29,13.89,12.89,6.69,0.102,29.5145000000007,0.182620133248615,0.0000004599655
584,"22/04/29-12:21:21",0,17.42,1.6,2.72,18.29,13.91,12.9,6.69,0.108,29.5249166666674,0.182620133248615,0.0000004513175
585,"22/04/29-12:36:21",0,17.2,1.61,2.73,18.33,13.93,12.9,6.69,0.103,29.535333333334,0.182620133248615,0.0000004394265
586,"22/04/29-12:51:21",0,17.14,1.59,2.73,18.3,13.89,12.9,6.69,0.101,29.5457500000007,0.181488792978687,0.0000004361835
587,"22/04/29-13:06:21",0,16.97,1.57,2.73,18.25,13.92,12.9,6.69,0.105,29.5561666666674,0.179562364824947,0.000000426995
588,"22/04/29-13:21:21",0,16.84,1.59,2.72,18.31,13.92,12.9,6.69,0.108,29.566583333334,0.17877985180767,0.0000004199685
589,"22/04/29-13:36:21",0,16.64,1.6,2.72,18.25,13.94,12.9,6.69,0.112,29.5770000000007,0.179562364824947,0.0000004091585
590,"22/04/29-13:51:21",0,16.61,1.58,2.71,18.21,13.86,12.9,6.69,0.105,29.5874166666674,0.180467467917191,0.000000407537
591,"22/04/29-14:06:21",0,16.48,1.57,2.72,18.25,13.89,12.9,6.69,0.105,29.597833333334,0.181488792978687,0.0000004005105
592,"22/04/29-14:21:21",0,16.38,1.58,2.71,18.36,13.92,12.9,6.69,0.106,29.6082500000007,0.181488792978692,0.0000003951055
593,"22/04/29-14:36:21",0,16.3,1.54,2.73,18.25,13.95,12.91,6.69,0.105,29.6186666666674,0.181488792978692,0.0000003907815
594,"22/04/29-14:51:21",0,16.16,1.59,2.73,18.25,13.92,12.91,6.69,0.097,29.629083333334,0.182620133248626,0.0000003832145
595,"22/04/29-15:06:21",0,16.11,1.57,2.71,18.35,13.92,12.91,6.69,0.1,29.6395000000007,0.182620133248626,0.000000380512
596,"22/04/29-15:21:20",0,16.01,1.58,2.73,18.33,13.91,12.9,6.69,0.109,29.6499166666674,0.182620133248626,0.000000375107
597,"22/04/29-15:36:20",0,15.91,1.58,2.73,18.26,13.92,12.9,6.69,0.112,29.660333333334,0.181488792978692,0.000000369702
598,"22/04/29-15:51:20",0,15.89,1.58,2.72,18.3,13.9,12.91,6.69,0.104,29.6707500000007,0.182620133248626,0.000000368621
599,"22/04/29-16:06:20",0,15.8,1.59,2.72,18.26,13.95,12.91,6.69,0.104,29.6811666666674,0.182620133248615,0.0000003637565
600,"22/04/29-16:21:20",0,15.74,1.58,2.71,18.25,13.91,12.91,6.69,0.111,29.691583333334,0.183855443311046,0.0000003605135
601,"22/04/29-16:36:20",0,15.63,1.59,2.73,18.26,13.92,12.91,6.69,0.108,29.7020000000007,0.181488792978692,0.000000354568
602,"22/04/29-16:51:20",0,15.58,1.59,2.72,18.23,13.92,12.91,6.69,0.105,29.7124166666674,0.180467467917191,0.0000003518655
603,"22/04/29-17:06:20",0,15.54,1.57,2.7,18.24,13.93,12.91,6.69,0.101,29.722833333334,0.179562364824958,0.0000003497035
604,"22/04/29-17:21:20",0,15.38,1.58,2.73,18.25,14.03,12.91,6.69,0.115,29.7332500000007,0.179562364824947,0.0000003410555
605,"22/04/29-17:36:20",0,15.45,1.57,2.74,18.19,13.92,12.91,6.69,0.114,29.7436666666674,0.17877985180767,0.000000344839
606,"22/04/29-17:51:20",0,15.43,1.6,2.74,18.27,13.94,12.91,6.69,0.105,29.7540833333341,0.17877985180767,0.000000343758
607,"22/04/29-18:06:20",0,15.33,1.57,2.73,18.28,13.95,12.91,6.69,0.102,29.7645000000007,0.17877985180767,0.000000338353
608,"22/04/29-18:21:20",0,15.36,1.57,2.7,18.24,13.91,12.91,6.69,0.107,29.7749166666674,0.179562364824947,0.0000003399745
609,"22/04/29-18:36:20",0,15.25,1.56,2.7,18.28,13.92,12.91,6.69,0.104,29.7853333333341,0.180467467917191,0.000000334029
610,"22/04/29-18:51:19",0,15.17,1.59,2.72,18.23,13.96,12.91,6.69,0.11,29.7957500000007,0.181488792978692,0.000000329705
611,"22/04/29-19:06:19",0,15.15,1.57,2.72,18.27,13.94,12.91,6.69,0.116,29.8061666666674,0.182620133248626,0.000000328624
612,"22/04/29-19:21:19",0,15.11,1.57,2.72,18.29,13.94,12.91,6.69,0.102,29.8165833333341,0.183855443311046,0.000000326462
613,"22/04/29-19:36:19",0,15.09,1.57,2.69,18.28,13.94,12.91,6.69,0.104,29.8270000000007,0.18661459787399,0.000000325381
614,"22/04/29-19:51:19",0,15.02,1.56,2.7,18.27,13.95,12.91,6.69,0.104,29.8374166666674,0.188127158267051,0.0000003215975
615,"22/04/29-20:06:19",0,15.04,1.57,2.71,18.27,13.9,12.91,6.69,0.102,29.8478333333341,0.189721120237664,0.0000003226785
616,"22/04/29-20:21:19",0,15.02,1.58,2.7,18.31,13.91,12.91,6.69,0.114,29.8582500000007,0.193132455490245,0.0000003215975
617,"22/04/29-20:36:19",0,15.05,1.56,2.69,18.26,13.86,12.91,6.69,0.104,29.8686666666674,0.194939835423792,0.000000323219
618,"22/04/29-20:51:19",0,14.99,1.59,2.69,18.21,13.92,12.91,6.69,0.099,29.8790833333341,0.196808630238068,0.000000319976
619,"22/04/29-21:06:19",0,14.91,1.58,2.7,18.28,13.94,12.91,6.69,0.109,29.8895000000007,0.202738377569482,0.000000315652
620,"22/04/29-21:21:19",0,14.97,1.56,2.71,18.25,13.87,12.9,6.69,0.109,29.8999166666674,0.206918708670758,0.000000318895
621,"22/04/29-21:36:19",0,14.89,1.57,2.71,18.31,13.92,12.9,6.69,0.109,29.9103333333341,0.211244301844561,0.000000314571
622,"22/04/29-21:51:18",0,14.84,1.58,2.69,18.28,13.93,12.9,6.69,0.104,29.9207500000007,0.220220429679278,0.0000003118685
623,"22/04/29-22:06:18",0,14.94,1.55,2.71,18.29,13.88,12.9,6.69,0.105,29.9311666666674,0.222514069362006,0.0000003172735
624,"22/04/29-22:21:18",0,14.9,1.58,2.7,18.32,13.91,12.9,6.69,0.099,29.9415833333341,0.227141713075346,0.0000003151115
625,"22/04/29-22:36:18",0,14.76,1.57,2.7,18.26,13.94,12.9,6.69,0.107,29.9520000000007,0.229470886793727,0.0000003075445
626,"22/04/29-22:51:18",0,14.84,1.56,2.71,18.27,13.95,12.9,6.69,0.104,29.9624166666674,0.224821995770214,0.0000003118685
627,"22/04/29-23:06:18",0,14.86,1.58,2.69,18.26,13.93,12.9,6.69,0.105,29.9728333333341,0.220220429679269,0.0000003129495
628,"22/04/29-23:21:18",0,15,1.57,2.69,18.33,13.88,12.9,6.69,0.102,29.9832500000007,0.217943733895412,0.0000003205165
629,"22/04/29-23:36:18",0,14.9,1.56,2.7,18.24,13.9,12.9,6.69,0.1,29.9936666666674,0.21345260944245,0.0000003151115
630,"22/04/29-23:51:18",0,14.9,1.56,2.68,18.29,13.93,12.89,6.69,0.108,30.0040833333341,0.211244301844561,0.0000003151115
631,"22/04/30-00:06:18",0,14.93,1.56,2.67,18.25,13.91,12.89,6.69,0.109,30.0145000000007,0.206918708670758,0.000000316733
632,"22/04/30-00:21:18",0,14.99,1.56,2.67,18.25,13.93,12.89,6.69,0.097,30.0249166666674,0.20480851223537,0.000000319976
633,"22/04/30-00:36:18",0,14.95,1.58,2.67,18.26,13.91,12.89,6.69,0.113,30.0353333333341,0.206918708670758,0.000000317814
634,"22/04/30-00:51:18",0,14.97,1.58,2.68,18.27,13.93,12.89,6.69,0.114,30.0457500000007,0.206918708670758,0.000000318895
635,"22/04/30-01:06:17",0,15.08,1.58,2.67,18.27,13.92,12.89,6.69,0.109,30.0561666666674,0.20480851223537,0.0000003248405
636,"22/04/30-01:21:17",0,15.12,1.59,2.69,18.27,13.9,12.89,6.69,0.109,30.0665833333341,0.202738377569482,0.0000003270025
637,"22/04/30-01:36:17",0,15.13,1.57,2.65,18.25,13.93,12.89,6.69,0.11,30.0770000000008,0.200712252605594,0.000000327543
638,"22/04/30-01:51:17",0,15.18,1.59,2.66,18.23,13.91,12.89,6.69,0.112,30.0874166666674,0.200712252605594,0.0000003302455
639,"22/04/30-02:06:17",0,15.24,1.56,2.66,18.21,13.89,12.89,6.69,0.101,30.0978333333341,0.200712252605594,0.0000003334885
640,"22/04/30-02:21:17",0,15.25,1.58,2.68,18.21,13.91,12.89,6.69,0.106,30.1082500000008,0.196808630238068,0.000000334029
641,"22/04/30-02:36:17",0,15.35,1.58,2.68,18.2,13.91,12.89,6.69,0.102,30.1186666666674,0.194939835423792,0.000000339434
642,"22/04/30-02:51:17",0,15.35,1.6,2.66,18.22,13.93,12.89,6.69,0.106,30.1290833333341,0.191391245094263,0.000000339434
643,"22/04/30-03:06:17",0,15.46,1.57,2.66,18.21,13.9,12.88,6.69,0.105,30.1395000000008,0.188127158267051,0.0000003453795
644,"22/04/30-03:21:17",0,15.51,1.61,2.67,18.2,13.92,12.88,6.69,0.106,30.1499166666674,0.188127158267051,0.000000348082
645,"22/04/30-03:36:17",0,15.53,1.6,2.63,18.25,13.94,12.88,6.69,0.113,30.1603333333341,0.189721120237664,0.000000349163
646,"22/04/30-03:51:17",0,15.65,1.58,2.67,18.15,13.89,12.88,6.69,0.12,30.1707500000008,0.189721120237664,0.000000355649
647,"22/04/30-04:06:16",0,15.72,1.59,2.66,18.22,13.93,12.88,6.69,0.105,30.1811666666674,0.191391245094263,0.0000003594325
648,"22/04/30-04:21:16",0,15.81,1.58,2.64,18.19,13.86,12.88,6.69,0.105,30.1915833333341,0.191391245094263,0.000000364297
649,"22/04/30-04:36:16",0,15.87,1.58,2.63,18.17,13.89,12.88,6.69,0.107,30.2020000000008,0.193132455490245,0.00000036754
650,"22/04/30-04:51:16",0,15.95,1.57,2.66,18.17,13.9,12.88,6.69,0.109,30.2124166666674,0.194939835423792,0.000000371864
651,"22/04/30-05:06:16",0,15.99,1.56,2.65,18.17,13.92,12.88,6.69,0.105,30.2228333333341,0.193132455490245,0.000000374026
652,"22/04/30-05:21:16",0,16.06,1.6,2.64,18.12,13.92,12.88,6.69,0.106,30.2332500000008,0.189721120237664,0.0000003778095
653,"22/04/30-05:36:16",0,16.18,1.58,2.65,18.16,13.9,12.88,6.69,0.105,30.2436666666674,0.188127158267051,0.0000003842955
654,"22/04/30-05:51:16",0,16.26,1.56,2.63,18.13,13.89,12.88,6.69,0.105,30.2540833333341,0.186614597874003,0.0000003886195
655,"22/04/30-06:06:16",0,16.4,1.59,2.65,18.14,13.89,12.88,6.69,0.104,30.2645000000008,0.18661459787399,0.0000003961865
656,"22/04/30-06:21:16",0,16.37,1.6,2.63,18.13,13.92,12.88,6.69,0.113,30.2749166666674,0.185188839094898,0.000000394565
657,"22/04/30-06:36:16",0,16.47,1.6,2.64,18.09,13.91,12.88,6.69,0.106,30.2853333333341,0.182620133248615,0.00000039997
658,"22/04/30-06:51:16",0,16.56,1.61,2.66,18.13,13.92,12.88,6.69,0.099,30.2957500000008,0.183855443311024,0.0000004048345
659,"22/04/30-07:06:16",0,16.55,1.57,2.62,18.14,13.96,12.88,6.69,0.112,30.3061666666674,0.182620133248626,0.000000404294
660,"22/04/30-07:21:15",0,16.67,1.55,2.59,17.98,13.93,12.88,6.69,0.108,30.3165833333341,0.181488792978687,0.00000041078
661,"22/04/30-07:36:15",0,16.79,1.57,2.6,17.88,13.87,12.87,6.69,0.108,30.3270000000008,0.180467467917191,0.000000417266
662,"22/04/30-07:51:15",0,16.73,1.55,2.63,17.92,13.95,12.87,6.69,0.101,30.3374166666674,0.179562364824947,0.000000414023
663,"22/04/30-08:06:15",0,16.84,1.57,2.62,17.88,13.91,12.87,6.69,0.108,30.3478333333341,0.179562364824947,0.0000004199685
664,"22/04/30-08:21:15",0,16.88,1.59,2.64,17.89,13.91,12.87,6.69,0.105,30.3582500000008,0.180467467917191,0.0000004221305
665,"22/04/30-08:36:15",0,16.92,1.58,2.59,17.89,13.93,12.87,6.69,0.11,30.3686666666675,0.179562364824947,0.0000004242925
666,"22/04/30-08:51:15",0,16.95,1.57,2.59,17.92,13.92,12.87,6.69,0.109,30.3790833333341,0.17877985180767,0.000000425914
667,"22/04/30-09:06:15",0,16.98,1.57,2.63,17.86,13.91,12.87,6.69,0.1,30.3895000000008,0.178126458315952,0.0000004275355
668,"22/04/30-09:21:15",0,16.97,1.59,2.62,17.87,13.92,12.87,6.69,0.106,30.3999166666675,0.178126458315952,0.000000426995
669,"22/04/30-09:36:15",0,16.91,1.56,2.62,17.83,13.93,12.87,6.69,0.106,30.4103333333341,0.178126458315952,0.000000423752
670,"22/04/30-09:51:15",0,16.97,1.55,2.62,17.82,13.91,12.88,6.69,0.103,30.4207500000008,0.177608875145251,0.000000426995
671,"22/04/30-10:06:15",0,16.89,1.57,2.58,17.78,13.95,12.88,6.69,0.099,30.4311666666675,0.178126458315952,0.000000422671
672,"22/04/30-10:21:14",0,16.91,1.59,2.59,17.9,13.91,12.88,6.69,0.096,30.4415833333341,0.177608875145251,0.000000423752
673,"22/04/30-10:36:14",0,16.89,1.57,2.63,17.81,13.9,12.88,6.69,0.113,30.4520000000008,0.177608875145251,0.000000422671
674,"22/04/30-10:51:14",0,16.88,1.58,2.61,17.81,13.86,12.88,6.69,0.109,30.4624166666675,0.17877985180767,0.0000004221305
675,"22/04/30-11:06:14",0,16.74,1.58,2.62,17.85,13.92,12.88,6.69,0.116,30.4728333333341,0.178126458315952,0.0000004145635
676,"22/04/30-11:21:14",0,16.69,1.57,2.59,17.84,13.96,12.88,6.69,0.105,30.4832500000008,0.17723395443593,0.000000411861
677,"22/04/30-11:36:14",0,16.64,1.59,2.58,17.86,13.91,12.88,6.69,0.114,30.4936666666675,0.177008709673227,0.0000004091585
678,"22/04/30-11:51:14",0,16.54,1.57,2.6,17.83,13.92,12.88,6.69,0.104,30.5040833333341,0.176940315687255,0.0000004037535
679,"22/04/30-12:06:14",0,16.44,1.58,2.59,17.76,13.94,12.89,6.7,0.104,30.5145000000008,0.177036108652999,0.0000003983485
680,"22/04/30-12:21:14",0,16.43,1.57,2.58,17.72,13.89,12.89,6.69,0.105,30.5249166666675,0.177036108653007,0.000000397808
681,"22/04/30-12:36:14",0,16.27,1.61,2.62,18.12,13.93,12.89,6.69,0.113,30.5353333333341,0.177750406864117,0.00000038916
682,"22/04/30-12:51:14",0,16.25,1.56,2.59,17.85,13.95,12.89,6.7,0.104,30.5457500000008,0.178384391183869,0.000000388079
683,"22/04/30-13:06:14",0,16.11,1.58,2.58,17.86,13.92,12.89,6.7,0.1,30.5561666666675,0.178384391183869,0.000000380512
684,"22/04/30-13:21:14",0,16.01,1.57,2.57,17.87,13.92,12.89,6.69,0.112,30.5665833333341,0.178384391183869,0.000000375107
685,"22/04/30-13:36:13",0,15.9,1.58,2.58,17.89,13.91,12.89,6.7,0.106,30.5770000000008,0.179213520604172,0.0000003691615
686,"22/04/30-13:51:13",0,15.84,1.57,2.57,17.94,13.92,12.89,6.7,0.105,30.5874166666675,0.178384391183869,0.0000003659185
687,"22/04/30-14:06:13",0,15.93,1.58,2.55,17.82,13.93,12.89,6.7,0.096,30.5978333333341,0.178384391183869,0.000000370783
688,"22/04/30-14:21:13",0,15.63,1.57,2.6,17.95,13.92,12.89,6.7,0.104,30.6082500000008,0.179213520604172,0.000000354568
689,"22/04/30-14:36:13",0,15.56,1.57,2.61,17.9,13.92,12.89,6.7,0.107,30.6186666666675,0.178384391183869,0.0000003507845
690,"22/04/30-14:51:13",0,15.64,1.57,2.57,17.87,13.91,12.89,6.7,0.109,30.6290833333342,0.178384391183869,0.0000003551085
691,"22/04/30-15:06:13",0,15.29,1.58,2.58,17.88,13.98,12.89,6.7,0.098,30.6395000000008,0.177750406864108,0.000000336191
692,"22/04/30-15:21:13",0,15.3,1.57,2.54,17.86,13.89,12.89,6.7,0.107,30.6499166666675,0.177750406864117,0.0000003367315
693,"22/04/30-15:36:13",0,15.16,1.57,2.58,18.06,13.92,12.89,6.7,0.104,30.6603333333342,0.177750406864117,0.0000003291645
694,"22/04/30-15:51:13",0,15.12,1.57,2.55,18.06,13.92,12.89,6.7,0.106,30.6707500000008,0.177750406864117,0.0000003270025
695,"22/04/30-16:06:13",0,14.98,1.54,2.56,17.88,13.9,12.89,6.7,0.104,30.6811666666675,0.177750406864117,0.0000003194355
696,"22/04/30-16:21:13",0,14.87,1.55,2.55,17.82,13.91,12.89,6.7,0.104,30.6915833333342,0.178384391183869,0.00000031349
697,"22/04/30-16:36:12",0,14.8,1.56,2.55,17.85,13.91,12.89,6.7,0.107,30.7020000000008,0.177750406864117,0.0000003097065
698,"22/04/30-16:51:12",0,14.71,1.56,2.55,17.74,13.91,12.89,6.7,0.104,30.7124166666675,0.177750406864117,0.000000304842
699,"22/04/30-17:06:12",0,14.6,1.56,2.56,17.78,13.98,12.89,6.7,0.104,30.7228333333342,0.177750406864117,0.0000002988965
700,"22/04/30-17:21:12",0,14.56,1.54,2.56,17.72,13.94,12.89,6.7,0.101,30.7332500000008,0.177750406864117,0.0000002967345
701,"22/04/30-17:36:12",0,14.52,1.54,2.53,17.71,13.9,12.89,6.7,0.108,30.7436666666675,0.178384391183869,0.0000002945725
702,"22/04/30-17:51:12",0,14.39,1.57,2.56,17.76,13.91,12.89,6.7,0.101,30.7540833333342,0.177750406864117,0.000000287546
703,"22/04/30-18:06:12",0,14.31,1.56,2.54,17.76,13.95,12.89,6.7,0.111,30.7645000000008,0.177750406864117,0.000000283222
704,"22/04/30-18:21:12",0,14.2,1.54,2.54,17.88,14.01,12.89,6.7,0.103,30.7749166666675,0.177750406864108,0.0000002772765
705,"22/04/30-18:36:12",0,14.27,1.53,2.54,17.7,13.9,12.89,6.7,0.113,30.7853333333342,0.178384391183869,0.00000028106
706,"22/04/30-18:51:12",0,14.2,1.54,2.55,17.75,13.93,12.89,6.7,0.104,30.7957500000008,0.179213520604172,0.0000002772765
707,"22/04/30-19:06:12",0,14.15,1.57,2.55,17.74,13.91,12.89,6.7,0.104,30.8061666666675,0.180245938024441,0.000000274574
708,"22/04/30-19:21:12",0,14.02,1.56,2.54,17.72,13.99,12.89,6.7,0.117,30.8165833333342,0.179213520604172,0.0000002675475
709,"22/04/30-19:36:12",0,14.05,1.51,2.54,17.66,13.92,12.89,6.7,0.105,30.8270000000008,0.178384391183869,0.000000269169
710,"22/04/30-19:51:11",0,14.01,1.57,2.52,17.75,13.93,12.89,6.7,0.109,30.8374166666675,0.177303586090369,0.000000267007
711,"22/04/30-20:06:11",0,14.05,1.56,2.56,17.7,13.86,12.89,6.7,0.108,30.8478333333342,0.176940315687255,0.000000269169
712,"22/04/30-20:21:11",0,13.96,1.55,2.53,17.74,13.93,12.89,6.7,0.103,30.8582500000008,0.178126458315958,0.0000002643045
713,"22/04/30-20:36:11",0,13.93,1.54,2.55,17.73,13.89,12.89,6.69,0.099,30.8686666666675,0.180467467917193,0.000000262683
714,"22/04/30-20:51:11",0,13.82,1.53,2.52,17.67,13.91,12.89,6.69,0.115,30.8790833333342,0.183855443311024,0.0000002567375
715,"22/04/30-21:06:11",0,13.79,1.55,2.53,17.64,13.92,12.89,6.69,0.101,30.8895000000008,0.188127158267051,0.000000255116
716,"22/04/30-21:21:11",0,13.84,1.55,2.52,17.71,13.86,12.89,6.69,0.104,30.8999166666675,0.189721120237664,0.0000002578185
717,"22/04/30-21:36:11",0,13.72,1.53,2.54,17.68,13.92,12.89,6.69,0.1,30.9103333333342,0.191391245094263,0.0000002513325
718,"22/04/30-21:51:11",0,13.73,1.54,2.53,17.65,13.91,12.89,6.69,0.113,30.9207500000009,0.191391245094263,0.000000251873
719,"22/04/30-22:06:11",0,13.71,1.53,2.5,17.77,13.92,12.89,6.69,0.102,30.9311666666675,0.189721120237664,0.000000250792
720,"22/04/30-22:21:11",0,13.63,1.53,2.54,17.65,13.92,12.88,6.69,0.107,30.9415833333342,0.189721120237664,0.000000246468
721,"22/04/30-22:36:11",0,13.66,1.55,2.54,17.73,13.93,12.88,6.69,0.109,30.9520000000009,0.191391245094263,0.0000002480895
722,"22/04/30-22:51:11",0,13.64,1.55,2.53,17.65,13.9,12.88,6.69,0.107,30.9624166666675,0.189721120237664,0.0000002470085
723,"22/04/30-23:06:10",0,13.73,1.53,2.5,17.64,13.9,12.88,6.69,0.111,30.9728333333342,0.188127158267051,0.000000251873
724,"22/04/30-23:21:10",0,13.61,1.54,2.51,17.72,13.97,12.88,6.69,0.1,30.9832500000009,0.18661459787399,0.000000245387
725,"22/04/30-23:36:10",0,13.74,1.54,2.53,17.64,13.91,12.88,6.69,0.106,30.9936666666675,0.18661459787399,0.0000002524135
726,"22/04/30-23:51:10",0,13.76,1.52,2.51,17.65,13.92,12.88,6.69,0.101,31.0040833333342,0.18661459787399,0.0000002534945
727,"22/05/01-00:06:10",0,13.8,1.52,2.54,17.6,13.91,12.88,6.69,0.106,31.0145000000009,0.18972112023766,0.0000002556565
728,"22/05/01-00:21:10",0,13.87,1.56,2.51,17.64,13.93,12.88,6.69,0.11,31.0249166666675,0.188127158267051,0.00000025944
729,"22/05/01-00:36:10",0,13.9,1.53,2.53,17.7,13.9,12.87,6.69,0.106,31.0353333333342,0.188127158267051,0.0000002610615
730,"22/05/01-00:51:10",0,13.92,1.55,2.5,17.6,13.93,12.87,6.69,0.113,31.0457500000009,0.191391245094263,0.0000002621425
731,"22/05/01-01:06:10",0,13.99,1.52,2.52,17.63,13.92,12.87,6.69,0.106,31.0561666666675,0.193132455490245,0.000000265926
732,"22/05/01-01:21:10",0,14.05,1.55,2.51,17.61,13.94,12.87,6.69,0.109,31.0665833333342,0.194939835423792,0.000000269169
733,"22/05/01-01:36:10",0,14.15,1.52,2.51,17.62,13.93,12.87,6.69,0.11,31.0770000000009,0.194939835423792,0.000000274574
734,"22/05/01-01:51:10",0,14.18,1.53,2.5,17.62,13.93,12.87,6.69,0.107,31.0874166666675,0.191391245094263,0.0000002761955
735,"22/05/01-02:06:09",0,14.27,1.54,2.49,17.57,13.92,12.87,6.69,0.102,31.0978333333342,0.193132455490245,0.00000028106
736,"22/05/01-02:21:09",0,14.31,1.57,2.51,17.6,13.91,12.87,6.69,0.115,31.1082500000009,0.193132455490245,0.000000283222
737,"22/05/01-02:36:09",0,14.29,1.53,2.5,17.56,13.93,12.87,6.69,0.114,31.1186666666675,0.193132455490245,0.000000282141
738,"22/05/01-02:51:09",0,14.41,1.55,2.5,17.66,13.87,12.86,6.69,0.107,31.1290833333342,0.193132455490245,0.000000288627
739,"22/05/01-03:06:09",0,14.33,1.54,2.51,17.58,13.93,12.86,6.69,0.109,31.1395000000009,0.191391245094263,0.000000284303
740,"22/05/01-03:21:09",0,14.38,1.52,2.5,17.64,13.92,12.86,6.69,0.109,31.1499166666675,0.193132455490245,0.0000002870055
741,"22/05/01-03:36:09",0,14.42,1.54,2.51,17.65,13.89,12.86,6.69,0.099,31.1603333333342,0.193132455490245,0.0000002891675
742,"22/05/01-03:51:09",0,14.42,1.54,2.52,17.59,13.92,12.86,6.69,0.108,31.1707500000009,0.189721120237664,0.0000002891675
743,"22/05/01-04:06:09",0,14.39,1.55,2.48,17.54,13.94,12.86,6.69,0.105,31.1811666666675,0.189721120237664,0.000000287546
744,"22/05/01-04:21:09",0,14.35,1.54,2.5,17.54,13.94,12.86,6.69,0.117,31.1915833333342,0.188127158267051,0.000000285384
745,"22/05/01-04:36:09",0,14.35,1.55,2.49,17.61,13.94,12.86,6.69,0.103,31.2020000000009,0.18661459787399,0.000000285384
746,"22/05/01-04:51:09",0,14.34,1.55,2.48,17.58,13.93,12.86,6.69,0.112,31.2124166666675,0.183855443311024,0.0000002848435
747,"22/05/01-05:06:08",0,14.32,1.55,2.46,17.54,13.93,12.86,6.69,0.111,31.2228333333342,0.181488792978692,0.0000002837625
748,"22/05/01-05:21:08",0,14.25,1.56,2.48,17.58,13.91,12.86,6.69,0.103,31.2332500000009,0.181488792978687,0.000000279979
749,"22/05/01-05:36:08",0,14.26,1.55,2.5,17.57,13.93,12.85,6.69,0.113,31.2436666666676,0.181488792978687,0.0000002805195
750,"22/05/01-05:51:08",0,14.32,1.54,2.5,17.61,13.9,12.85,6.69,0.101,31.2540833333342,0.179562364824947,0.0000002837625
